Fiscal Year,Agency Name,Bureau Name,Account Name,Category,Version,Amount
2017,Social Security Administration (Off-Budget),"Total, Income Security",Social security,Mandatory,Actual,907485.0
2017,Other Independent Agencies (On-Budget),"Total, General Government",Interest on Treasury debt securities (gross),Discretionary,Actual,10430.386059022607
2017,Other Independent Agencies (On-Budget),"Total, General Government",Interest received by on-budget trust funds,Discretionary,Actual,1382.0482384731838
2017,Other Independent Agencies (On-Budget),"Total, General Government",Interest received by off-budget trust funds,Discretionary,Actual,1974.8568324462287
2017,Other Independent Agencies (On-Budget),"Total, General Government",Other interest,Discretionary,Actual,1004.7088700579778
2017,Other Independent Agencies (Off-Budget),"Total, General Government",Interest on Treasury debt securities (gross),Discretionary,Actual,-1602.7763326229303
2017,Other Independent Agencies (Off-Budget),"Total, General Government",Interest received by on-budget trust funds,Discretionary,Actual,-212.37125784542636
2017,Other Independent Agencies (Off-Budget),"Total, General Government",Interest received by off-budget trust funds,Discretionary,Actual,-303.46468227084085
2017,Other Independent Agencies (Off-Budget),"Total, General Government",Other interest,Discretionary,Actual,-154.38772726080202
2017,(On-budget),"Total, General Government",Interest on Treasury debt securities (gross),Discretionary,Actual,-93691.5491929647
2017,(On-budget),"Total, General Government",Interest received by on-budget trust funds,Discretionary,Actual,-12414.328653727145
2017,(On-budget),"Total, General Government",Interest received by off-budget trust funds,Discretionary,Actual,-17739.26631470595
2017,(On-budget),"Total, General Government",Other interest,Discretionary,Actual,-9024.855838602185
2017,(Off-budget),"Total, General Government",Interest on Treasury debt securities (gross),Discretionary,Actual,-73342.00137810982
2017,(Off-budget),"Total, General Government",Interest received by on-budget trust funds,Discretionary,Actual,-9717.97047943715
2017,(Off-budget),"Total, General Government",Interest received by off-budget trust funds,Discretionary,Actual,-13886.34626822368
2017,(Off-budget),"Total, General Government",Other interest,Discretionary,Actual,-7064.681874229336
2018,Legislative Branch,"Total, General Government",Interest on Treasury debt securities (gross),Discretionary,Actual,3404.697191634108
2018,Legislative Branch,"Total, General Government",Interest received by on-budget trust funds,Discretionary,Actual,433.08700320884276
2018,Legislative Branch,"Total, General Government",Interest received by off-budget trust funds,Discretionary,Actual,547.1050246737398
2018,Legislative Branch,"Total, General Government",Other interest,Discretionary,Actual,290.1107804833089
2018,Judicial Branch,"Total, Administration of Justice",Legislative functions,Discretionary,Actual,1134.8525245316675
2018,Judicial Branch,"Total, Administration of Justice",Executive direction and management,Discretionary,Actual,136.54865298840315
2018,Judicial Branch,"Total, Administration of Justice",Central fiscal operations,Discretionary,Actual,3186.135236396075
2018,Judicial Branch,"Total, Administration of Justice",General property and records management,Discretionary,Actual,55.23004460303291
2018,Judicial Branch,"Total, Administration of Justice",Central personnel management,Discretionary,Actual,7.215985727028785
2018,Judicial Branch,"Total, Administration of Justice",General purpose fiscal assistance,Discretionary,Actual,2044.8993398751113
2018,Judicial Branch,"Total, Administration of Justice",Other general government,Discretionary,Actual,701.0607671721675
2018,Judicial Branch,"Total, Administration of Justice",Deductions for offsetting receipts,Discretionary,Actual,512.0574487065114
2018,Department of Agriculture,"Total, Agriculture",Mortgage credit,Discretionary,Actual,114953.42369046272
2018,Department of Agriculture,"Total, Agriculture",Postal service,Discretionary,Actual,21762.57630953727
2018,Department of Commerce,"Total, General Government",Interest on Treasury debt securities (gross),Discretionary,Actual,6237.696566063344
2018,Department of Commerce,"Total, General Government",Interest received by on-budget trust funds,Discretionary,Actual,793.452445451067
2018,Department of Commerce,"Total, General Government",Interest received by off-budget trust funds,Discretionary,Actual,1002.3432163273969
2018,Department of Commerce,"Total, General Government",Other interest,Discretionary,Actual,531.5077721581905
2018,Department of Defense--Military Programs,"Total, National Defense",International development and humanitarian assistance,Discretionary,Actual,293634.8982301746
2018,Department of Defense--Military Programs,"Total, National Defense",International security assistance,Discretionary,Actual,133552.2919725083
2018,Department of Defense--Military Programs,"Total, National Defense",Conduct of foreign affairs,Discretionary,Actual,139880.73113841238
2018,Department of Defense--Military Programs,"Total, National Defense",Foreign information and exchange activities,Discretionary,Actual,19195.875547594467
2018,Department of Defense--Military Programs,"Total, National Defense",International financial programs,Discretionary,Actual,14540.203111310133
2018,Department of Education,"Total, Education, Training, Employment, and Social Services",Health care services,Discretionary,Actual,59126.895056229914
2018,Department of Education,"Total, Education, Training, Employment, and Social Services",Health research and training,Discretionary,Actual,4099.3340432749965
2018,Department of Education,"Total, Education, Training, Employment, and Social Services",Consumer and occupational health and safety,Discretionary,Actual,482.7709004950808
2018,Department of Energy,"Total, Energy",Water resources,Discretionary,Actual,4027.703800383875
2018,Department of Energy,"Total, Energy",Conservation and land management,Discretionary,Actual,9086.900985284707
2018,Department of Energy,"Total, Energy",Recreational resources,Discretionary,Actual,2702.7566474728083
2018,Department of Energy,"Total, Energy",Pollution control and abatement,Discretionary,Actual,5440.7548560460655
2018,Department of Energy,"Total, Energy",Other natural resources,Discretionary,Actual,5223.883710812538
2018,Department of Health and Human Services,"Total, Health",Medicare,Mandatory,Actual,608534.73054396
2018,Department of Health and Human Services,"Total, Health",General retirement and disability insurance (excluding social security),Mandatory,Actual,6495.656994727728
2018,Department of Health and Human Services,"Total, Health",Federal employee retirement and disability,Mandatory,Actual,145423.53664915427
2018,Department of Health and Human Services,"Total, Health",Unemployment compensation,Mandatory,Actual,31990.387121711752
2018,Department of Health and Human Services,"Total, Health",Housing assistance,Mandatory,Actual,51166.21985710261
2018,Department of Health and Human Services,"Total, Health",Food and nutrition assistance,Mandatory,Actual,101368.01451113698
2018,Department of Health and Human Services,"Total, Health",Other income security,Mandatory,Actual,175527.45432220623
2018,Department of Homeland Security,"Total, Administration of Justice",Legislative functions,Discretionary,Actual,9976.138661909004
2018,Department of Homeland Security,"Total, Administration of Justice",Executive direction and management,Discretionary,Actual,1200.3571097234608
2018,Department of Homeland Security,"Total, Administration of Justice",Central fiscal operations,Discretionary,Actual,28008.332560214094
2018,Department of Homeland Security,"Total, Administration of Justice",General property and records management,Discretionary,Actual,485.510294380017
2018,Department of Homeland Security,"Total, Administration of Justice",Central personnel management,Discretionary,Actual,63.433505798388545
2018,Department of Homeland Security,"Total, Administration of Justice",General purpose fiscal assistance,Discretionary,Actual,17976.079643175734
2018,Department of Homeland Security,"Total, Administration of Justice",Other general government,Discretionary,Actual,6162.809063336305
2018,Department of Homeland Security,"Total, Administration of Justice",Deductions for offsetting receipts,Discretionary,Actual,4501.3391614629745
2018,Department of Housing and Urban Development,"Total, Community and Regional Development","Elementary, secondary, and vocational education",Discretionary,Actual,22595.365150832957
2018,Department of Housing and Urban Development,"Total, Community and Regional Development",Higher education,Discretionary,Actual,14087.043024826446
2018,Department of Housing and Urban Development,"Total, Community and Regional Development",Research and general education aids,Discretionary,Actual,2061.2532276472966
2018,Department of Housing and Urban Development,"Total, Community and Regional Development",Training and employment,Discretionary,Actual,3868.928232620961
2018,Department of Housing and Urban Development,"Total, Community and Regional Development",Other labor services,Discretionary,Actual,1097.8849460226338
2018,Department of Housing and Urban Development,"Total, Community and Regional Development",Social services,Discretionary,Actual,10956.525418049694
2018,Department of the Interior,"Total, Natural Resources and Environment",Farm income stabilization,Discretionary,Actual,10137.910597090275
2018,Department of the Interior,"Total, Natural Resources and Environment",Agricultural research and services,Discretionary,Actual,3075.0894029097244
2018,Department of Justice,"Total, Administration of Justice",Legislative functions,Discretionary,Actual,5037.531275646741
2018,Department of Justice,"Total, Administration of Justice",Executive direction and management,Discretionary,Actual,606.1299553969668
2018,Department of Justice,"Total, Administration of Justice",Central fiscal operations,Discretionary,Actual,14143.032292595897
2018,Department of Justice,"Total, Administration of Justice",General property and records management,Discretionary,Actual,245.16231935771592
2018,Department of Justice,"Total, Administration of Justice",Central personnel management,Discretionary,Actual,32.03125780552787
2018,Department of Justice,"Total, Administration of Justice",General purpose fiscal assistance,Discretionary,Actual,9077.165673505799
2018,Department of Justice,"Total, Administration of Justice",Other general government,Discretionary,Actual,3111.9598929527197
2018,Department of Justice,"Total, Administration of Justice",Deductions for offsetting receipts,Discretionary,Actual,2272.9873327386235
2018,Department of Labor,"Total, Education, Training, Employment, and Social Services",Health care services,Discretionary,Actual,36784.35520183448
2018,Department of Labor,"Total, Education, Training, Employment, and Social Services",Health research and training,Discretionary,Actual,2550.3006608988444
2018,Department of Labor,"Total, Education, Training, Employment, and Social Services",Consumer and occupational health and safety,Discretionary,Actual,300.3441372666739
2018,Department of State,"Total, International Affairs",General science and basic research,Discretionary,Actual,10400.410578386605
2018,Department of State,"Total, International Affairs","Space flight, research, and supporting activities",Discretionary,Actual,15990.589421613395
2018,Department of Transportation,"Total, Transportation",Community development,Discretionary,Actual,13157.738513721857
2018,Department of Transportation,"Total, Transportation",Area and regional development,Discretionary,Actual,5291.395621338261
2018,Department of Transportation,"Total, Transportation",Disaster relief and insurance,Discretionary,Actual,60044.86586493987
2018,Department of the Treasury,"Total, General Government",Interest on Treasury debt securities (gross),Discretionary,Actual,458430.2782058407
2018,Department of the Treasury,"Total, General Government",Interest received by on-budget trust funds,Discretionary,Actual,58313.61327997362
2018,Department of the Treasury,"Total, General Government",Interest received by off-budget trust funds,Discretionary,Actual,73665.73135645525
2018,Department of the Treasury,"Total, General Government",Other interest,Discretionary,Actual,39062.377157730356
2018,Department of Veterans Affairs,"Total, Veterans Benefits and Services",Federal law enforcement activities,Mandatory,Actual,92577.50718328975
2018,Department of Veterans Affairs,"Total, Veterans Benefits and Services",Federal litigative and judicial activities,Mandatory,Actual,50151.935880035744
2018,Department of Veterans Affairs,"Total, Veterans Benefits and Services",Federal correctional activities,Mandatory,Actual,20153.54981959018
2018,Department of Veterans Affairs,"Total, Veterans Benefits and Services",Criminal justice assistance,Mandatory,Actual,15630.007117084298
2018,Corps of Engineers--Civil Works,"Total, Transportation",Community development,Discretionary,Actual,840.986242557935
2018,Corps of Engineers--Civil Works,"Total, Transportation",Area and regional development,Discretionary,Actual,338.2033255058228
2018,Corps of Engineers--Civil Works,"Total, Transportation",Disaster relief and insurance,Discretionary,Actual,3837.8104319362415
2018,Other Defense--Civil Programs,"Total, National Defense",International development and humanitarian assistance,Discretionary,Actual,27059.878779618775
2018,Other Defense--Civil Programs,"Total, National Defense",International security assistance,Discretionary,Actual,12307.490878292867
2018,Other Defense--Civil Programs,"Total, National Defense",Conduct of foreign affairs,Discretionary,Actual,12890.687214033993
2018,Other Defense--Civil Programs,"Total, National Defense",Foreign information and exchange activities,Discretionary,Actual,1768.9929518506249
2018,Other Defense--Civil Programs,"Total, National Defense",International financial programs,Discretionary,Actual,1339.950176203734
2018,Environmental Protection Agency,"Total, Natural Resources and Environment",Farm income stabilization,Discretionary,Actual,6201.059066501445
2018,Environmental Protection Agency,"Total, Natural Resources and Environment",Agricultural research and services,Discretionary,Actual,1880.9409334985537
2018,Executive Office of the President,"Total, General Government",Interest on Treasury debt securities (gross),Discretionary,Actual,276.0171627014603
2018,Executive Office of the President,"Total, General Government",Interest received by on-budget trust funds,Discretionary,Actual,35.11015491254575
2018,Executive Office of the President,"Total, General Government",Interest received by off-budget trust funds,Discretionary,Actual,44.35354103772136
2018,Executive Office of the President,"Total, General Government",Other interest,Discretionary,Actual,23.519141348272527
2018,General Services Administration,"Total, General Government",Interest on Treasury debt securities (gross),Discretionary,Actual,-424.5857674273123
2018,General Services Administration,"Total, General Government",Interest received by on-budget trust funds,Discretionary,Actual,-54.0084968707498
2018,General Services Administration,"Total, General Government",Interest received by off-budget trust funds,Discretionary,Actual,-68.22721484166637
2018,General Services Administration,"Total, General Government",Other interest,Discretionary,Actual,-36.17852086027146
2018,International Assistance Programs,"Total, International Affairs",General science and basic research,Discretionary,Actual,8483.954337899544
2018,International Assistance Programs,"Total, International Affairs","Space flight, research, and supporting activities",Discretionary,Actual,13044.045662100456
2018,National Aeronautics and Space Administration,"Total, General Science, Space, and Technology",Energy supply,Discretionary,Actual,7267.4588535031835
2018,National Aeronautics and Space Administration,"Total, General Science, Space, and Technology",Energy conservation,Discretionary,Actual,5505.955668789808
2018,National Aeronautics and Space Administration,"Total, General Science, Space, and Technology",Emergency energy preparedness,Discretionary,Actual,4418.856560509553
2018,National Aeronautics and Space Administration,"Total, General Science, Space, and Technology","Energy information, policy, and regulation",Discretionary,Actual,2561.728917197452
2018,National Science Foundation,"Total, General Science, Space, and Technology",Energy supply,Discretionary,Actual,2637.461401273885
2018,National Science Foundation,"Total, General Science, Space, and Technology",Energy conservation,Discretionary,Actual,1998.1875159235667
2018,National Science Foundation,"Total, General Science, Space, and Technology",Emergency energy preparedness,Discretionary,Actual,1603.6642038216555
2018,National Science Foundation,"Total, General Science, Space, and Technology","Energy information, policy, and regulation",Discretionary,Actual,929.6868789808917
2018,Office of Personnel Management,"Total, General Government",Interest on Treasury debt securities (gross),Discretionary,Actual,71956.72755555432
2018,Office of Personnel Management,"Total, General Government",Interest received by on-budget trust funds,Discretionary,Actual,9153.096955090161
2018,Office of Personnel Management,"Total, General Government",Interest received by off-budget trust funds,Discretionary,Actual,11562.816012377365
2018,Office of Personnel Management,"Total, General Government",Other interest,Discretionary,Actual,6131.35947697815
2018,Small Business Administration,"Total, General Government",Interest on Treasury debt securities (gross),Discretionary,Actual,35.68559623317033
2018,Small Business Administration,"Total, General Government",Interest received by on-budget trust funds,Discretionary,Actual,4.5393076272156785
2018,Small Business Administration,"Total, General Government",Interest received by off-budget trust funds,Discretionary,Actual,5.734362825457379
2018,Small Business Administration,"Total, General Government",Other interest,Discretionary,Actual,3.0407333141566064
2018,Social Security Administration (On-Budget),"Total, Income Security",Social security,Mandatory,Actual,87863.0
2018,Social Security Administration (Off-Budget),"Total, Income Security",Social security,Mandatory,Actual,952039.0
2018,Other Independent Agencies (On-Budget),"Total, General Government",Interest on Treasury debt securities (gross),Discretionary,Actual,7631.619651579426
2018,Other Independent Agencies (On-Budget),"Total, General Government",Interest received by on-budget trust funds,Discretionary,Actual,970.7633597059814
2018,Other Independent Agencies (On-Budget),"Total, General Government",Interest received by off-budget trust funds,Discretionary,Actual,1226.334449958528
2018,Other Independent Agencies (On-Budget),"Total, General Government",Other interest,Discretionary,Actual,650.2825387560629
2018,Other Independent Agencies (Off-Budget),"Total, General Government",Interest on Treasury debt securities (gross),Discretionary,Actual,-1066.9264996243783
2018,Other Independent Agencies (Off-Budget),"Total, General Government",Interest received by on-budget trust funds,Discretionary,Actual,-135.716034160632
2018,Other Independent Agencies (Off-Budget),"Total, General Government",Interest received by off-budget trust funds,Discretionary,Actual,-171.4457456998992
2018,Other Independent Agencies (Off-Budget),"Total, General Government",Other interest,Discretionary,Actual,-90.91172051509038
2018,(On-budget),"Total, General Government",Interest on Treasury debt securities (gross),Discretionary,Actual,-106342.34849737343
2018,(On-budget),"Total, General Government",Interest received by on-budget trust funds,Discretionary,Actual,-13527.044090171554
2018,(On-budget),"Total, General Government",Interest received by off-budget trust funds,Discretionary,Actual,-17088.284192050225
2018,(On-budget),"Total, General Government",Other interest,Discretionary,Actual,-9061.323220404765
2018,(Off-budget),"Total, General Government",Interest on Treasury debt securities (gross),Discretionary,Actual,-74285.75891787428
2018,(Off-budget),"Total, General Government",Interest received by on-budget trust funds,Discretionary,Actual,-9449.35625696436
2018,(Off-budget),"Total, General Government",Interest received by off-budget trust funds,Discretionary,Actual,-11937.07095759803
2018,(Off-budget),"Total, General Government",Other interest,Discretionary,Actual,-6329.81386756331
2019,Legislative Branch,"Total, General Government",Interest on Treasury debt securities (gross),Discretionary,Actual,3691.0145649539804
2019,Legislative Branch,"Total, General Government",Interest received by on-budget trust funds,Discretionary,Actual,432.38070439052495
2019,Legislative Branch,"Total, General Government",Interest received by off-budget trust funds,Discretionary,Actual,531.5621760547737
2019,Legislative Branch,"Total, General Government",Other interest,Discretionary,Actual,306.04255460071994
2019,Judicial Branch,"Total, Administration of Justice",Legislative functions,Discretionary,Actual,1119.416655873591
2019,Judicial Branch,"Total, Administration of Justice",Executive direction and management,Discretionary,Actual,124.40836679186592
2019,Judicial Branch,"Total, Administration of Justice",Central fiscal operations,Discretionary,Actual,3140.9879549281177
2019,Judicial Branch,"Total, Administration of Justice",General property and records management,Discretionary,Actual,225.7973060484388
2019,Judicial Branch,"Total, Administration of Justice",Central personnel management,Discretionary,Actual,73.71389716357906
2019,Judicial Branch,"Total, Administration of Justice",General purpose fiscal assistance,Discretionary,Actual,1981.4812848076672
2019,Judicial Branch,"Total, Administration of Justice",Other general government,Discretionary,Actual,591.5216940810772
2019,Judicial Branch,"Total, Administration of Justice",Deductions for offsetting receipts,Discretionary,Actual,730.6728403056599
2019,Department of Agriculture,"Total, Agriculture",Mortgage credit,Discretionary,Actual,146596.76623609618
2019,Department of Agriculture,"Total, Agriculture",Postal service,Discretionary,Actual,3528.233763903834
2019,Department of Commerce,"Total, General Government",Interest on Treasury debt securities (gross),Discretionary,Actual,8424.381761534754
2019,Department of Commerce,"Total, General Government",Interest received by on-budget trust funds,Discretionary,Actual,986.866905021954
2019,Department of Commerce,"Total, General Government",Interest received by off-budget trust funds,Discretionary,Actual,1213.2389678428144
2019,Department of Commerce,"Total, General Government",Other interest,Discretionary,Actual,698.512365600474
2019,Department of Defense--Military Programs,"Total, National Defense",International development and humanitarian assistance,Discretionary,Actual,323797.3775808428
2019,Department of Defense--Military Programs,"Total, National Defense",International security assistance,Discretionary,Actual,138381.16323182805
2019,Department of Defense--Military Programs,"Total, National Defense",Conduct of foreign affairs,Discretionary,Actual,155846.7469406995
2019,Department of Defense--Military Programs,"Total, National Defense",Foreign information and exchange activities,Discretionary,Actual,20596.323484491317
2019,Department of Defense--Military Programs,"Total, National Defense",International financial programs,Discretionary,Actual,15074.38876213819
2019,Department of Education,"Total, Education, Training, Employment, and Social Services",Health care services,Discretionary,Actual,96760.2324526005
2019,Department of Education,"Total, Education, Training, Employment, and Social Services",Health research and training,Discretionary,Actual,6726.1404270744915
2019,Department of Education,"Total, Education, Training, Employment, and Social Services",Consumer and occupational health and safety,Discretionary,Actual,879.6271203250209
2019,Department of Energy,"Total, Energy",Water resources,Discretionary,Actual,5954.796622264509
2019,Department of Energy,"Total, Energy",Conservation and land management,Discretionary,Actual,8496.580716777671
2019,Department of Energy,"Total, Energy",Recreational resources,Discretionary,Actual,2978.545670789722
2019,Department of Energy,"Total, Energy",Pollution control and abatement,Discretionary,Actual,6263.053916904535
2019,Department of Energy,"Total, Energy",Other natural resources,Discretionary,Actual,5248.023073263556
2019,Department of Health and Human Services,"Total, Health",Medicare,Mandatory,Actual,677808.5139412738
2019,Department of Health and Human Services,"Total, Health",General retirement and disability insurance (excluding social security),Mandatory,Actual,3845.1032602121254
2019,Department of Health and Human Services,"Total, Health",Federal employee retirement and disability,Mandatory,Actual,155781.34435139294
2019,Department of Health and Human Services,"Total, Health",Unemployment compensation,Mandatory,Actual,31131.4886218104
2019,Department of Health and Human Services,"Total, Health",Housing assistance,Mandatory,Actual,52634.08069597857
2019,Department of Health and Human Services,"Total, Health",Food and nutrition assistance,Mandatory,Actual,97441.55938626653
2019,Department of Health and Human Services,"Total, Health",Other income security,Mandatory,Actual,195155.9097430653
2019,Department of Homeland Security,"Total, Administration of Justice",Legislative functions,Discretionary,Actual,7893.372879160727
2019,Department of Homeland Security,"Total, Administration of Justice",Executive direction and management,Discretionary,Actual,877.2440746017326
2019,Department of Homeland Security,"Total, Administration of Justice",Central fiscal operations,Discretionary,Actual,22148.133143375206
2019,Department of Homeland Security,"Total, Administration of Justice",General property and records management,Discretionary,Actual,1592.170638518323
2019,Department of Homeland Security,"Total, Administration of Justice",Central personnel management,Discretionary,Actual,519.7807926434344
2019,Department of Homeland Security,"Total, Administration of Justice",General purpose fiscal assistance,Discretionary,Actual,13972.072464706644
2019,Department of Homeland Security,"Total, Administration of Justice",Other general government,Discretionary,Actual,4171.012886931741
2019,Department of Homeland Security,"Total, Administration of Justice",Deductions for offsetting receipts,Discretionary,Actual,5152.213120062168
2019,Department of Housing and Urban Development,"Total, Community and Regional Development","Elementary, secondary, and vocational education",Discretionary,Actual,8831.362999268471
2019,Department of Housing and Urban Development,"Total, Community and Regional Development",Higher education,Discretionary,Actual,13476.829926847107
2019,Department of Housing and Urban Development,"Total, Community and Regional Development",Research and general education aids,Discretionary,Actual,800.4050036576424
2019,Department of Housing and Urban Development,"Total, Community and Regional Development",Training and employment,Discretionary,Actual,1420.1422823701516
2019,Department of Housing and Urban Development,"Total, Community and Regional Development",Other labor services,Discretionary,Actual,411.73448427212656
2019,Department of Housing and Urban Development,"Total, Community and Regional Development",Social services,Discretionary,Actual,4252.525303584492
2019,Department of the Interior,"Total, Natural Resources and Environment",Farm income stabilization,Discretionary,Actual,11953.302036228664
2019,Department of the Interior,"Total, Natural Resources and Environment",Agricultural research and services,Discretionary,Actual,1949.6979637713353
2019,Department of Justice,"Total, Administration of Justice",Legislative functions,Discretionary,Actual,4920.360316021239
2019,Department of Justice,"Total, Administration of Justice",Executive direction and management,Discretionary,Actual,546.8330203341518
2019,Department of Justice,"Total, Administration of Justice",Central fiscal operations,Discretionary,Actual,13806.1126797047
2019,Department of Justice,"Total, Administration of Justice",General property and records management,Discretionary,Actual,992.4848789016944
2019,Department of Justice,"Total, Administration of Justice",Central personnel management,Discretionary,Actual,324.0070910503787
2019,Department of Justice,"Total, Administration of Justice",General purpose fiscal assistance,Discretionary,Actual,8709.537980831497
2019,Department of Justice,"Total, Administration of Justice",Other general government,Discretionary,Actual,2600.014797306046
2019,Department of Justice,"Total, Administration of Justice",Deductions for offsetting receipts,Discretionary,Actual,3211.6492358502783
2019,Department of Labor,"Total, Education, Training, Employment, and Social Services",Health care services,Discretionary,Actual,33195.67793117836
2019,Department of Labor,"Total, Education, Training, Employment, and Social Services",Health research and training,Discretionary,Actual,2307.5470746354385
2019,Department of Labor,"Total, Education, Training, Employment, and Social Services",Consumer and occupational health and safety,Discretionary,Actual,301.7749941862041
2019,Department of State,"Total, International Affairs",General science and basic research,Discretionary,Actual,11182.074782501386
2019,Department of State,"Total, International Affairs","Space flight, research, and supporting activities",Discretionary,Actual,16821.92521749861
2019,Department of Transportation,"Total, Transportation",Community development,Discretionary,Actual,19050.083669354837
2019,Department of Transportation,"Total, Transportation",Area and regional development,Discretionary,Actual,10153.414314516123
2019,Department of Transportation,"Total, Transportation",Disaster relief and insurance,Discretionary,Actual,51517.50201612903
2019,Department of the Treasury,"Total, General Government",Interest on Treasury debt securities (gross),Discretionary,Actual,512989.2720172364
2019,Department of the Treasury,"Total, General Government",Interest received by on-budget trust funds,Discretionary,Actual,60093.6839658233
2019,Department of the Treasury,"Total, General Government",Interest received by off-budget trust funds,Discretionary,Actual,73878.24917175212
2019,Department of the Treasury,"Total, General Government",Other interest,Discretionary,Actual,42534.794845188066
2019,Department of Veterans Affairs,"Total, Veterans Benefits and Services",Federal law enforcement activities,Mandatory,Actual,103828.16624134159
2019,Department of Veterans Affairs,"Total, Veterans Benefits and Services",Federal litigative and judicial activities,Mandatory,Actual,52383.989852959035
2019,Department of Veterans Affairs,"Total, Veterans Benefits and Services",Federal correctional activities,Mandatory,Actual,21497.475088103045
2019,Department of Veterans Affairs,"Total, Veterans Benefits and Services",Criminal justice assistance,Mandatory,Actual,21870.368817596303
2019,Corps of Engineers--Civil Works,"Total, Transportation",Community development,Discretionary,Actual,1522.1942204301074
2019,Corps of Engineers--Civil Works,"Total, Transportation",Area and regional development,Discretionary,Actual,811.3071236559135
2019,Corps of Engineers--Civil Works,"Total, Transportation",Disaster relief and insurance,Discretionary,Actual,4116.498655913979
2019,Other Defense--Civil Programs,"Total, National Defense",International development and humanitarian assistance,Discretionary,Actual,30181.646836994434
2019,Other Defense--Civil Programs,"Total, National Defense",International security assistance,Discretionary,Actual,12898.719034599791
2019,Other Defense--Civil Programs,"Total, National Defense",Conduct of foreign affairs,Discretionary,Actual,14526.712699160928
2019,Other Defense--Civil Programs,"Total, National Defense",Foreign information and exchange activities,Discretionary,Actual,1919.8146884133066
2019,Other Defense--Civil Programs,"Total, National Defense",International financial programs,Discretionary,Actual,1405.1067408315243
2019,Environmental Protection Agency,"Total, Natural Resources and Environment",Farm income stabilization,Discretionary,Actual,6931.419191259116
2019,Environmental Protection Agency,"Total, Natural Resources and Environment",Agricultural research and services,Discretionary,Actual,1130.5808087408836
2019,Executive Office of the President,"Total, General Government",Interest on Treasury debt securities (gross),Discretionary,Actual,315.45861228391203
2019,Executive Office of the President,"Total, General Government",Interest received by on-budget trust funds,Discretionary,Actual,36.95412591444922
2019,Executive Office of the President,"Total, General Government",Interest received by off-budget trust funds,Discretionary,Actual,45.43083302705585
2019,Executive Office of the President,"Total, General Government",Other interest,Discretionary,Actual,26.156428774582796
2019,General Services Administration,"Total, General Government",Interest on Treasury debt securities (gross),Discretionary,Actual,-818.4067771516586
2019,General Services Administration,"Total, General Government",Interest received by on-budget trust funds,Discretionary,Actual,-95.87155307993902
2019,General Services Administration,"Total, General Government",Interest received by off-budget trust funds,Discretionary,Actual,-117.86301021170148
2019,General Services Administration,"Total, General Government",Other interest,Discretionary,Actual,-67.85865955670064
2019,International Assistance Programs,"Total, International Affairs",General science and basic research,Discretionary,Actual,9527.364101931264
2019,International Assistance Programs,"Total, International Affairs","Space flight, research, and supporting activities",Discretionary,Actual,14332.635898068736
2019,National Aeronautics and Space Administration,"Total, General Science, Space, and Technology",Energy supply,Discretionary,Actual,12706.55584495174
2019,National Aeronautics and Space Administration,"Total, General Science, Space, and Technology",Energy conservation,Discretionary,Actual,3357.498697717174
2019,National Aeronautics and Space Administration,"Total, General Science, Space, and Technology",Emergency energy preparedness,Discretionary,Actual,2297.0732342576975
2019,National Aeronautics and Space Administration,"Total, General Science, Space, and Technology","Energy information, policy, and regulation",Discretionary,Actual,1817.8722230733865
2019,National Science Foundation,"Total, General Science, Space, and Technology",Energy supply,Discretionary,Actual,4572.193963536081
2019,National Science Foundation,"Total, General Science, Space, and Technology",Energy conservation,Discretionary,Actual,1208.1271640876357
2019,National Science Foundation,"Total, General Science, Space, and Technology",Emergency energy preparedness,Discretionary,Actual,826.5547724835294
2019,National Science Foundation,"Total, General Science, Space, and Technology","Energy information, policy, and regulation",Discretionary,Actual,654.1240998927528
2019,Office of Personnel Management,"Total, General Government",Interest on Treasury debt securities (gross),Discretionary,Actual,76735.3074380616
2019,Office of Personnel Management,"Total, General Government",Interest received by on-budget trust funds,Discretionary,Actual,8989.091128689774
2019,Office of Personnel Management,"Total, General Government",Interest received by off-budget trust funds,Discretionary,Actual,11051.050133831333
2019,Office of Personnel Management,"Total, General Government",Other interest,Discretionary,Actual,6362.551299417265
2019,Small Business Administration,"Total, General Government",Interest on Treasury debt securities (gross),Discretionary,Actual,339.26680943741485
2019,Small Business Administration,"Total, General Government",Interest received by on-budget trust funds,Discretionary,Actual,39.74311654950199
2019,Small Business Administration,"Total, General Government",Interest received by off-budget trust funds,Discretionary,Actual,48.85957514230534
2019,Small Business Administration,"Total, General Government",Other interest,Discretionary,Actual,28.130498870777725
2019,Social Security Administration (On-Budget),"Total, Income Security",Social security,Mandatory,Actual,93552.0
2019,Social Security Administration (Off-Budget),"Total, Income Security",Social security,Mandatory,Actual,1008279.0
2019,Other Independent Agencies (On-Budget),"Total, General Government",Interest on Treasury debt securities (gross),Discretionary,Actual,15647.193572978666
2019,Other Independent Agencies (On-Budget),"Total, General Government",Interest received by on-budget trust funds,Discretionary,Actual,1832.9769389310886
2019,Other Independent Agencies (On-Budget),"Total, General Government",Interest received by off-budget trust funds,Discretionary,Actual,2253.433607056631
2019,Other Independent Agencies (On-Budget),"Total, General Government",Other interest,Discretionary,Actual,1297.3958810336103
2019,Other Independent Agencies (Off-Budget),"Total, General Government",Interest on Treasury debt securities (gross),Discretionary,Actual,-820.6387956347995
